timestamp,Heater Power,temperature
2023-07-26 18:08:44,N/A,819.73
2023-07-26 18:08:46,N/A,819.73
2023-07-26 18:08:49,N/A,819.73
2023-07-26 18:08:51,N/A,819.73
2023-07-26 18:08:54,N/A,819.73
2023-07-26 18:08:56,N/A,819.73
2023-07-26 18:08:59,N/A,819.73
2023-07-26 18:09:01,N/A,819.73
2023-07-26 18:09:04,N/A,819.73
2023-07-26 18:09:06,N/A,819.73
2023-07-26 18:09:08,N/A,819.73
2023-07-26 18:09:11,N/A,819.73
2023-07-26 18:09:13,N/A,819.73
2023-07-26 18:09:16,N/A,819.73
2023-07-26 18:09:18,N/A,819.73
2023-07-26 18:09:21,N/A,819.73
2023-07-26 18:09:23,N/A,819.73
2023-07-26 18:09:26,N/A,819.73
2023-07-26 18:09:28,N/A,819.73
2023-07-26 18:09:31,N/A,819.73
2023-07-26 18:09:33,N/A,819.73
2023-07-26 18:09:36,N/A,819.73
2023-07-26 18:09:38,N/A,819.73
2023-07-26 18:09:40,N/A,819.73
2023-07-26 18:09:43,N/A,819.73
2023-07-26 18:09:45,N/A,819.73
2023-07-26 18:09:48,N/A,819.73
2023-07-26 18:09:50,N/A,819.73
2023-07-26 18:09:53,N/A,819.73
2023-07-26 18:09:55,N/A,819.73
2023-07-26 18:09:58,N/A,819.73
2023-07-26 18:10:00,N/A,819.73
2023-07-26 18:10:03,N/A,819.73
2023-07-26 18:10:05,N/A,819.73
2023-07-26 18:10:07,N/A,819.73
2023-07-26 18:10:10,N/A,819.73
2023-07-26 18:10:12,N/A,819.73
2023-07-26 18:10:15,N/A,819.73
2023-07-26 18:10:17,N/A,819.73
2023-07-26 18:10:20,N/A,819.73
2023-07-26 18:10:22,N/A,819.73
2023-07-26 18:10:25,N/A,819.73
2023-07-26 19:09:29,N/A,1.2073
2023-07-26 19:09:33,N/A,1.2073
2023-07-26 19:09:35,N/A,1.2073
2023-07-26 19:09:38,N/A,1.2073
2023-07-26 19:09:40,N/A,1.2073
2023-07-26 19:09:43,N/A,1.2073
2023-07-26 19:09:46,N/A,1.2073
2023-07-26 19:09:48,N/A,1.2073
2023-07-26 19:09:51,N/A,1.2073
2023-07-26 19:09:53,N/A,1.2073
2023-07-26 19:09:56,N/A,1.2073
2023-07-26 19:09:58,N/A,1.2073
2023-07-26 19:10:01,N/A,1.2073
2023-07-26 19:10:03,N/A,1.2073
2023-07-26 19:10:06,N/A,1.2073
2023-07-26 19:10:09,N/A,1.2073
2023-07-26 19:10:11,N/A,1.2073
2023-07-26 19:10:14,N/A,1.2073
2023-07-26 19:10:16,N/A,1.2073
2023-07-26 19:10:19,N/A,1.2073
2023-07-26 19:10:21,N/A,1.2073
2023-07-26 19:10:24,N/A,1.2073
2023-07-26 19:10:26,N/A,1.2073
2023-07-26 19:10:29,N/A,1.2073
2023-07-26 19:10:32,N/A,1.2073
2023-07-26 19:10:34,N/A,1.2073
2023-07-26 19:10:37,N/A,1.2073
2023-07-26 19:10:39,N/A,1.2073
2023-07-26 19:10:42,N/A,1.2073
2023-07-26 19:10:44,N/A,1.2073
2023-07-26 19:10:47,N/A,1.2073
2023-07-26 19:10:49,N/A,1.2073
2023-07-26 19:10:52,N/A,1.2073
2023-07-26 19:10:55,N/A,1.2073
2023-07-26 19:10:57,N/A,1.2073
2023-07-26 19:11:00,N/A,1.2073
2023-07-26 19:11:02,N/A,1.2073
2023-07-26 19:11:05,N/A,1.2073
2023-07-26 19:11:07,N/A,1.2073
2023-07-26 19:11:09,N/A,1.2073
2023-07-26 19:11:12,N/A,1.2073
2023-07-26 19:11:15,N/A,1.2073
2023-07-26 19:11:17,N/A,1.2073
2023-07-26 19:11:20,N/A,1.2073
2023-07-26 19:11:22,N/A,1.2073
2023-07-26 19:11:25,N/A,1.2073
2023-07-26 19:11:28,N/A,1.2073
2023-07-26 19:11:30,N/A,1.2073
2023-07-26 19:12:41,N/A,1.2073
2023-07-26 19:12:44,N/A,1.2073
2023-07-26 19:12:46,N/A,1.2073
2023-07-26 19:12:49,N/A,1.2073
2023-07-26 19:12:52,N/A,1.2073
2023-07-26 19:12:54,N/A,1.2073
2023-07-26 19:12:56,N/A,1.2073
2023-07-26 19:12:59,N/A,1.2073
2023-07-26 19:13:01,N/A,1.2073
2023-07-26 19:13:01,N/A,1.2073
2023-07-26 19:13:03,N/A,1.2073
2023-07-26 19:13:04,N/A,1.2073
2023-07-26 19:13:06,N/A,1.2073
2023-07-26 19:13:07,N/A,1.2073
2023-07-26 19:13:09,N/A,1.2073
2023-07-26 19:13:09,N/A,1.2073
2023-07-26 19:13:11,N/A,1.2073
2023-07-26 19:13:12,N/A,1.2073
2023-07-26 19:13:14,N/A,1.2073
2023-07-26 19:13:14,N/A,1.2073
2023-07-26 19:13:53,N/A,1.2073
2023-07-26 19:13:55,N/A,1.2073
2023-07-26 19:14:29,N/A,1.2073
2023-07-26 19:14:32,N/A,1.2073
2023-07-26 19:14:34,N/A,1.2073
2023-07-26 19:14:37,N/A,1.2073
2023-07-26 19:14:39,N/A,1.2073
2023-07-26 19:14:42,N/A,1.2073
2023-07-26 19:14:45,N/A,1.2073
2023-07-26 19:14:47,N/A,1.2073
2023-07-26 19:14:50,N/A,1.2073
2023-07-26 19:14:52,N/A,1.2073
2023-07-26 19:14:55,N/A,1.2073
2023-07-26 19:14:57,N/A,1.2073
2023-07-26 19:15:00,N/A,1.2073
2023-07-26 19:15:03,N/A,1.2073
2023-07-26 19:15:05,N/A,1.2073
2023-07-26 19:15:08,N/A,1.2073
2023-07-26 19:15:10,N/A,1.2073
2023-07-26 19:15:13,N/A,1.2073
2023-07-26 19:15:15,N/A,1.2073
2023-07-26 19:15:18,N/A,1.2073
2023-07-26 19:15:20,N/A,1.2073
2023-07-26 19:15:23,N/A,1.2073
2023-07-26 19:15:26,N/A,1.2073
2023-07-26 19:15:28,N/A,1.2073
2023-07-26 19:15:31,N/A,1.2073
2023-07-26 19:15:33,N/A,1.2073
2023-07-26 19:15:36,N/A,1.2073
2023-07-26 19:15:38,N/A,1.2073
2023-07-26 19:15:41,N/A,1.2073
2023-07-26 19:15:43,N/A,1.2073
2023-07-26 19:15:46,N/A,1.2073
2023-07-26 19:15:49,N/A,1.2073
2023-07-26 19:15:51,N/A,1.2073
2023-07-26 19:15:54,N/A,1.2073
2023-07-26 19:15:56,N/A,1.2073
2023-07-26 19:15:59,N/A,1.2073
2023-07-26 19:16:01,N/A,1.2073
2023-07-26 19:16:04,N/A,1.2073
2023-07-26 19:16:07,N/A,1.2073
2023-07-26 19:16:09,N/A,1.2073
2023-07-26 19:16:12,N/A,1.2073
2023-07-26 19:16:14,N/A,1.2073
2023-07-26 19:16:17,N/A,1.2073
2023-07-26 19:16:19,N/A,1.2073
2023-07-26 19:16:22,N/A,1.2073
2023-07-26 19:16:25,N/A,1.2073
2023-07-26 19:16:27,N/A,1.2073
2023-07-26 19:16:30,N/A,1.2073
2023-07-26 19:16:32,N/A,1.2073
2023-07-26 19:16:35,N/A,1.2073
2023-07-26 19:16:38,N/A,1.2073
2023-07-26 19:16:40,N/A,1.2073
2023-07-26 19:16:43,N/A,1.2073
2023-07-26 19:16:45,N/A,1.2073
2023-07-26 19:16:48,N/A,1.2073
2023-07-26 19:16:51,N/A,1.2073
2023-07-26 19:16:53,N/A,1.2073
2023-07-26 19:16:56,N/A,1.2073
2023-07-26 19:16:59,N/A,1.2073
2023-07-26 19:17:01,N/A,1.2073
2023-07-26 19:17:04,N/A,1.2073
2023-07-26 19:17:06,N/A,1.2073
2023-07-26 19:17:09,N/A,1.2073
2023-07-26 19:17:11,N/A,1.2073
2023-07-26 19:17:14,N/A,1.2073
2023-07-26 19:17:17,N/A,1.2073
2023-07-26 19:17:19,N/A,1.2073
2023-07-26 19:17:22,N/A,1.2073
2023-07-26 19:17:24,N/A,1.2073
2023-07-26 19:17:27,N/A,1.2073
2023-07-26 19:17:30,N/A,1.2073
2023-07-26 19:17:32,N/A,1.2073
2023-07-26 19:17:35,N/A,1.2073
2023-07-26 19:17:38,N/A,1.2073
2023-07-26 19:17:40,N/A,1.2073
2023-07-26 19:17:43,N/A,1.2073
2023-07-26 19:17:45,N/A,1.2073
2023-07-26 19:17:48,N/A,1.2073
2023-07-26 19:17:51,N/A,1.2073
2023-07-26 19:17:53,N/A,1.2073
2023-07-26 19:17:56,N/A,1.2073
2023-07-26 19:17:58,N/A,1.2073
2023-07-26 19:18:01,N/A,1.2073
2023-07-26 19:18:04,N/A,1.2073
2023-07-26 19:18:06,N/A,1.2073
2023-07-26 19:18:09,N/A,1.2073
2023-07-26 19:18:11,N/A,1.2073
2023-07-26 19:18:14,N/A,1.2073
2023-07-26 19:18:17,N/A,1.2073
2023-07-26 19:18:19,N/A,1.2073
2023-07-26 19:18:22,N/A,1.2073
2023-07-26 19:18:25,N/A,1.2073
2023-07-26 19:18:27,N/A,1.2073
2023-07-26 19:18:30,N/A,1.2073
2023-07-26 19:18:32,N/A,1.2073
2023-07-26 19:18:35,N/A,1.2073
2023-07-26 19:18:38,N/A,1.2073
2023-07-26 19:18:40,N/A,1.2073
2023-07-26 19:18:43,N/A,1.2073
2023-07-26 19:18:45,N/A,1.2073
2023-07-26 19:18:48,N/A,1.2073
2023-07-26 19:18:51,N/A,1.2073
2023-07-26 19:18:53,N/A,1.2073
2023-07-26 19:18:56,N/A,1.2073
2023-07-26 19:18:59,N/A,1.2073
2023-07-26 19:19:01,N/A,1.2073
2023-07-26 19:19:04,N/A,1.2073
2023-07-26 19:19:07,N/A,1.2073
2023-07-26 19:26:58,N/A,1.2073
2023-07-26 19:27:00,N/A,1.2073
2023-07-26 19:27:03,N/A,1.2073
2023-07-26 19:27:06,N/A,1.2073
2023-07-26 19:27:08,N/A,1.2073
2023-07-26 19:27:11,N/A,1.2073
2023-07-26 19:27:13,N/A,1.2073
